song_id,song_name,popularity,duration,track_number,song_url
2BCYKFDWnZi9PMkZiemQh1,Film Favorit,62,3.725,1,https://open.spotify.com/track/2BCYKFDWnZi9PMkZiemQh1
41OCQS2Mul3MluLUUsfadr,Anugerah Terindah Yang Pernah Kumiliki,61,4.467333333333333,4,https://open.spotify.com/track/41OCQS2Mul3MluLUUsfadr
7Hun5YHQ5TEe9j97cU5XPg,Melompat Lebih Tinggi,61,3.302216666666667,1,https://open.spotify.com/track/7Hun5YHQ5TEe9j97cU5XPg
1Ib0UNLoqBEWTmBvXeFSni,Pemuja Rahasia,60,3.8817666666666666,3,https://open.spotify.com/track/1Ib0UNLoqBEWTmBvXeFSni
6gjkHuMOR0CrN7Vb2NoEdg,Anugerah Terindah,76,4.703333333333333,10,https://open.spotify.com/track/6gjkHuMOR0CrN7Vb2NoEdg
75PlPerpoh1Bgeo7wA61RC,Andaikan Kau Datang,67,4.1244,8,https://open.spotify.com/track/75PlPerpoh1Bgeo7wA61RC
4TPtPQIPMjWoRuZj4JLPDw,Cinta Luar Biasa,67,4.293333333333333,1,https://open.spotify.com/track/4TPtPQIPMjWoRuZj4JLPDw
5zEBoIoXuyW11jRZPh8yTH,Bisa Tanpamu,62,4.1775,3,https://open.spotify.com/track/5zEBoIoXuyW11jRZPh8yTH
0qGWdzIbvxO1QsUiwfAoNz,Hanya Rindu,63,4.200916666666667,5,https://open.spotify.com/track/0qGWdzIbvxO1QsUiwfAoNz
3nlpqcuF0zqWwkS5eRnAyg,Jangan Rubah Takdirku,60,3.91355,6,https://open.spotify.com/track/3nlpqcuF0zqWwkS5eRnAyg
1li6ZfdoeHY0STg2hU2pkE,Nyaman,60,3.7724166666666665,2,https://open.spotify.com/track/1li6ZfdoeHY0STg2hU2pkE
2NHiy6rZOvm7XFMAIN7jxT,Senyumlah,59,3.5265666666666666,8,https://open.spotify.com/track/2NHiy6rZOvm7XFMAIN7jxT
6iM8eGKLgWzoHmsdak2Nty,Kumau Dia,59,4.270433333333333,3,https://open.spotify.com/track/6iM8eGKLgWzoHmsdak2Nty
62Ga6ylfUQl469DkZ3P7L7,Talalu Sakit,52,5.256633333333333,12,https://open.spotify.com/track/62Ga6ylfUQl469DkZ3P7L7
6Hii26x3qDErVitnGW8QtO,Runtuh,78,3.7328833333333336,1,https://open.spotify.com/track/6Hii26x3qDErVitnGW8QtO
6xeqCawPZngDVqw2W2aGaR,Kembali Pulang,76,3.4649666666666668,1,https://open.spotify.com/track/6xeqCawPZngDVqw2W2aGaR
2dTIJVE0stqTvrhbpf7fFw,Halu,66,4.42895,2,https://open.spotify.com/track/2dTIJVE0stqTvrhbpf7fFw
5GgRntbjr23OK9MMST02di,Usik,65,5.1916,5,https://open.spotify.com/track/5GgRntbjr23OK9MMST02di
2mGGmw0htjUmy2Saf2i6RZ,Liar Angin,55,3.8325833333333335,7,https://open.spotify.com/track/2mGGmw0htjUmy2Saf2i6RZ
2WKS8Tk8OwHnAY847eq1Xr,Tanpa Pamrih,49,3.5494666666666665,1,https://open.spotify.com/track/2WKS8Tk8OwHnAY847eq1Xr
4yDpYEuT1mQn3ZcEB1gceL,Dear Diary,48,3.6809333333333334,4,https://open.spotify.com/track/4yDpYEuT1mQn3ZcEB1gceL
1lZG3vqLkaEoW5IMIJ7y76,Negeriku - Collabonation Version,48,5.194533333333333,1,https://open.spotify.com/track/1lZG3vqLkaEoW5IMIJ7y76
6xKg948XDmszEygPYYUMIP,Semoga Ada Waktu Luang,46,3.99045,2,https://open.spotify.com/track/6xKg948XDmszEygPYYUMIP
6pk0iPvgjY4zLlVVcAh153,bagai bintang bulan,46,4.7,4,https://open.spotify.com/track/6pk0iPvgjY4zLlVVcAh153
5NmjnghJGJRFg34KGGx8O0,Seandainya,78,4.390116666666667,11,https://open.spotify.com/track/5NmjnghJGJRFg34KGGx8O0
5NVPptNO7R25ERR1pM7GOz,Rasa ini,72,4.003116666666667,7,https://open.spotify.com/track/5NVPptNO7R25ERR1pM7GOz
64004K6OpNt3gI3LtXYC7n,Terlalu Lama,68,4.1316,2,https://open.spotify.com/track/64004K6OpNt3gI3LtXYC7n
21eHgdUt3z5JymCne7WiNN,Perih,67,3.335933333333333,2,https://open.spotify.com/track/21eHgdUt3z5JymCne7WiNN
5oy5qoCYSSsf3nOEe9aIYZ,Kesepian,67,4.16565,3,https://open.spotify.com/track/5oy5qoCYSSsf3nOEe9aIYZ
